subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,3/2/2018,7/4/2017,7/8/2017,Ipsos,A-,1357,rv,.1278036,0,42.8,34.6,47.43393,38.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49955,79277,7/9/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/5/2017,7/9/2017,Ipsos,A-,1341,rv,.125864,0,42.3,33.6,46.93393,37.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49954,79276,7/10/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/6/2017,7/10/2017,Ipsos,A-,1334,rv,.1246348,0,41.9,33.1,46.53394,37.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49953,79275,7/11/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/7/2017,7/9/2017,Morning Consult,"",1983,rv,.3308661,0,43,40,47.41854,40.69255,"","",https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_Politico_v1_AP-1-1.pdf,49960,78517,7/10/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/7/2017,7/11/2017,Ipsos,A-,1306,rv,.1213176,0,41.9,32.9,46.53394,36.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49967,79274,7/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/8/2017,7/12/2017,Ipsos,A-,1316,rv,.1214457,0,40.3,33.6,44.93393,37.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49966,79273,7/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/9/2017,7/11/2017,YouGov,B,1274,rv,.5215986,0,39,32,44.41242,35.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,49958,78515,7/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/9/2017,7/13/2017,Ipsos,A-,1311,rv,.120166,0,39,33.8,43.63393,37.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49965,79272,7/14/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/10/2017,7/14/2017,Ipsos,A-,1275,rv,.1160725,0,39.5,33.5,44.13393,37.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49984,79271,7/15/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/10/2017,7/13/2017,ABC News/Washington Post,A+,859,rv,1.676486,0,52,38,49.93901,37.05416,"","",https://www.washingtonpost.com/politics/ahead-of-midterms-voters-prefer-democrats-even-as-republicans-appear-more-motivated-to-vote/2017/07/19/470441d6-6c01-11e7-96ab-5f38140b38cc_story.html?utm_term=.a531d42d6cc5,49973,78559,7/14/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/11/2017,7/15/2017,Ipsos,A-,1246,rv,.1126525,0,39.6,33.8,44.23393,37.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49983,79270,7/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/13/2017,7/15/2017,Morning Consult,"",1994,rv,.3179747,0,42,40,46.41854,40.69255,"","",https://morningconsult.com/wp-content/uploads/2017/07/170705_topline_Politico_v1_TB-2.pdf,49989,78566,7/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/12/2017,7/16/2017,Ipsos,A-,1218,rv,.1093522,0,39.7,35.5,44.33393,39.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49982,79269,7/17/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/13/2017,7/17/2017,Ipsos,A-,1194,rv,.1064371,0,41.9,34.9,46.53394,38.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49981,79268,7/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/14/2017,7/18/2017,Ipsos,A-,1213,rv,.107351,0,41.9,34.9,46.53394,38.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49997,79267,7/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/14/2017,7/17/2017,Public Policy Polling,B+,836,rv,1.15264,0,50,40,48.70446,39.65759,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,49979,78545,7/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/15/2017,7/19/2017,Ipsos,A-,1265,rv,.1111255,0,39.4,35.7,44.03394,39.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49996,79266,7/20/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/15/2017,7/18/2017,YouGov,B,1264,rv,.5204063,0,40,34,45.41242,37.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,49987,78563,7/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/16/2017,7/20/2017,Ipsos,A-,1309,rv,.1141297,0,39.3,35.7,43.93393,39.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49995,79265,7/21/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/17/2017,7/21/2017,Ipsos,A-,1332,rv,.1152662,0,38.1,34.5,42.73393,38.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50013,79264,7/22/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/18/2017,7/22/2017,Ipsos,A-,1349,rv,.1158585,0,37.8,33.5,42.43393,37.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50012,79263,7/23/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/19/2017,7/23/2017,Ipsos,A-,1296,rv,.110467,0,37.7,34.9,42.33393,38.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50011,79262,7/24/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/20/2017,7/24/2017,Morning Consult,"",3981,rv,.6016855,0,40,40,44.41854,40.69255,"","",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,50008,78609,7/25/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/20/2017,7/24/2017,Ipsos,A-,1276,rv,.1079413,0,40.7,34,45.33393,37.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50010,79261,7/25/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/21/2017,7/25/2017,Ipsos,A-,1265,rv,.1062037,0,40.7,33.9,45.33393,37.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50024,79260,7/26/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/22/2017,7/26/2017,Ipsos,A-,1241,rv,.1033989,0,43.1,33.1,47.73393,37.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50023,79259,7/27/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/23/2017,7/25/2017,YouGov,B,1270,rv,.5216153,0,40,34,45.41242,37.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78608,7/26/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/23/2017,7/27/2017,Ipsos,A-,1804,rv,.1491376,0,42.5,34,47.13393,37.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50022,79258,7/28/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/21/2017,7/31/2017,Gravis Marketing,B-,1917,a,1.506041,0,46,40,45.97429,39.15467,"","",http://orlando-politics.com/2017/08/11/new-poll-donald-trump-twice-as-popular-as-mitch-mcconnell/amp/,50080,78710,8/1/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/24/2017,7/28/2017,Ipsos,A-,2835,rv,.2326127,0,43.9,32.4,48.53394,36.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50038,79257,7/29/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/25/2017,7/29/2017,Ipsos,A-,3119,rv,.2543369,0,42.9,32.6,47.53394,36.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50037,79256,7/30/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/27/2017,7/29/2017,Morning Consult,"",1972,rv,.3112048,0,44,37,48.41854,37.69255,"","",http://www.politico.com/f/?id=0000015d-9a1e-da7a-a5df-dbbe5f4a0001,50032,78647,7/30/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/26/2017,7/30/2017,Ipsos,A-,3128,rv,.2538737,0,42.8,32.4,47.43393,36.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50036,79255,7/31/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/27/2017,7/31/2017,Ipsos,A-,3178,rv,.2570711,0,42.3,33.3,46.93393,37.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50035,79254,8/1/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/28/2017,8/1/2017,Ipsos,A-,2614,rv,.2110743,0,42.5,33.4,47.13393,37.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50052,79253,8/2/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/27/2017,8/1/2017,Quinnipiac University,A-,1125,rv,1.245357,0,52,38,49.49424,38.08029,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2477,50042,78651,8/2/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/29/2017,8/2/2017,Ipsos,A-,1685,rv,.1359641,0,40.8,34,45.43393,37.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50051,79252,8/3/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/30/2017,8/3/2017,Ipsos,A-,1372,rv,.1106403,0,39.6,34.4,44.23393,38.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50050,79251,8/4/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/31/2017,8/1/2017,YouGov,B,1329,rv,.539368,0,39,34,44.41242,37.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78646,8/2/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,7/31/2017,8/4/2017,Ipsos,A-,1372,rv,.110556,0,40.2,35.4,44.83393,39.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50063,79250,8/5/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/1/2017,8/5/2017,Ipsos,A-,1340,rv,.1078864,0,42,34.1,46.63393,38.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50062,79249,8/6/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/2/2017,8/6/2017,Ipsos,A-,1343,rv,.1080392,0,42.4,32.4,47.03394,36.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50061,79248,8/7/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/3/2017,8/6/2017,CNN/SSRS,"",921,rv,1.35025,0,51,42,48.1047,40.76215,"","",http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78692,8/7/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/3/2017,8/6/2017,Morning Consult,"",1992,rv,.3336061,0,43,36,47.41854,36.69255,"","",http://www.politico.com/f/?id=0000015d-c4ae-d494-a77f-e6be72bd0000,50065,78683,8/7/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/3/2017,8/7/2017,Ipsos,A-,1354,rv,.1088537,0,42.4,33,47.03394,36.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50060,79247,8/8/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/4/2017,8/8/2017,Ipsos,A-,1431,rv,.1149692,0,45,33.3,49.63393,37.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50076,79246,8/9/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/5/2017,8/9/2017,Ipsos,A-,1447,rv,.1161902,0,44.2,33.2,48.83393,37.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50075,79245,8/10/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/6/2017,8/8/2017,YouGov,B,1303,rv,.5273918,0,39,34,44.41242,37.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7421rdkvgi/econToplines.pdf,50066,78688,8/9/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/6/2017,8/10/2017,Ipsos,A-,1473,rv,.1182291,0,42.6,33.4,47.23393,37.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50074,79244,8/11/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/7/2017,8/11/2017,Ipsos,A-,1515,rv,.1215491,0,42.4,34.2,47.03394,38.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50089,79243,8/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/8/2017,8/12/2017,Ipsos,A-,1455,rv,.1166743,0,42.2,33.5,46.83393,37.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50088,79242,8/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/8/2017,8/12/2017,Marist College,A,883,rv,1.672396,0,47,40,46.84758,40.27792,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,50091,78726,8/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/9/2017,8/13/2017,Ipsos,A-,1394,rv,.1117286,0,42,32.9,46.63393,36.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50087,79241,8/14/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/10/2017,8/14/2017,Morning Consult,"",1997,rv,.3539029,0,40,38,44.41854,38.69255,"","",https://morningconsult.com/wp-content/uploads/2017/08/170806_crosstabs_Politico_v2_TB.pdf,50098,78737,8/15/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/9/2017,8/15/2017,Quinnipiac University,A-,1361,rv,1.320788,0,50,40,47.49424,40.08029,"","",https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,50099,78739,8/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/10/2017,8/14/2017,Ipsos,A-,1372,rv,.1099146,0,43.3,32,47.93393,35.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50086,79240,8/15/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/11/2017,8/15/2017,Ipsos,A-,1362,rv,.1090639,0,43.2,31.7,47.83393,35.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50105,79239,8/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/12/2017,8/16/2017,Ipsos,A-,1685,rv,.1348717,0,43.8,30.6,48.43393,34.58647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50104,79238,8/17/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/13/2017,8/15/2017,YouGov,B,1282,rv,.5198059,0,41,33,46.41242,36.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78732,8/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/13/2017,8/17/2017,Ipsos,A-,1945,rv,.1556621,0,43.6,31.7,48.23393,35.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50103,79237,8/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/13/2017,8/17/2017,Lake/Tarrance,"",1000,rv,1.244805,0,46,40,46.238,39.27502,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,50128,80145,8/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/14/2017,8/18/2017,Ipsos,A-,2276,rv,.182191,0,41.8,32.2,46.43393,36.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50120,79236,8/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/15/2017,8/19/2017,Ipsos,A-,2595,rv,.2078163,0,41.4,33.1,46.03394,37.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50119,79235,8/20/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/16/2017,8/20/2017,Ipsos,A-,2829,rv,.2267598,0,41.8,33,46.43393,36.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50118,79234,8/21/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/17/2017,8/19/2017,Morning Consult,"",1987,rv,.3552687,0,41,36,45.41854,36.69255,"","",http://www.politico.com/f/?id=0000015e-0bfc-d354-abfe-abfe66d70000,50122,78774,8/20/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/17/2017,8/21/2017,Ipsos,A-,2491,rv,.1999956,0,40.7,33.8,45.33393,37.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50117,79233,8/22/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/18/2017,8/21/2017,Public Policy Polling,B+,887,rv,1.196484,0,49,35,47.70446,34.65759,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,50124,78776,8/22/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/17/2017,8/22/2017,Quinnipiac University,A-,1514,rv,1.504329,0,50,38,47.49424,38.08029,"","",https://poll.qu.edu/images/polling/us/us08242017_Ua27nbp.pdf/,50126,78782,8/23/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/18/2017,8/22/2017,Ipsos,A-,2264,rv,.1821516,0,40.3,33.9,44.93393,37.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50136,79232,8/23/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/19/2017,8/23/2017,Ipsos,A-,2005,rv,.1617241,0,41,33.9,45.63393,37.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50135,79231,8/24/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/20/2017,8/22/2017,YouGov,B,1316,rv,.5338244,0,39,33,44.41242,36.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78773,8/23/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/20/2017,8/24/2017,Ipsos,A-,1732,rv,.1401421,0,40.9,33.8,45.53394,37.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50134,79230,8/25/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/21/2017,8/25/2017,Ipsos,A-,1612,rv,.1308991,0,42.4,33.7,47.03394,37.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50148,79229,8/26/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/22/2017,8/26/2017,Ipsos,A-,1352,rv,.1102176,0,42.6,33.9,47.23393,37.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50147,79228,8/27/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/23/2017,8/27/2017,Ipsos,A-,1065,rv,.0871681,0,43.5,32.5,48.13393,36.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50146,79227,8/28/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,.8561391,0,44.2,44.2,46.14478,41.73972,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79638,8/29/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/24/2017,8/28/2017,Morning Consult,"",1999,rv,.3640934,0,40,36,44.41854,36.69255,"","",https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78816,8/29/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/24/2017,8/28/2017,Ipsos,A-,1513,rv,.1242988,0,41.3,35,45.93393,38.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50145,79226,8/29/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/25/2017,8/29/2017,Ipsos,A-,1480,rv,.122076,0,40.5,33.8,45.13393,37.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50162,79225,8/30/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/27/2017,8/29/2017,YouGov,B,1278,rv,.5218655,0,40,32,45.41242,35.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3cpxyte95h/econToplines.pdf,50151,78818,8/30/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/26/2017,8/30/2017,Ipsos,A-,1397,rv,.1157145,0,38.4,35.4,43.03394,39.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50161,79224,8/31/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/27/2017,8/31/2017,Ipsos,A-,1717,rv,.1428232,0,38.7,36,43.33393,39.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50160,79223,9/1/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/28/2017,9/1/2017,Ipsos,A-,1999,rv,.1670554,0,39.8,35.7,44.43393,39.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50174,79222,9/2/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/29/2017,9/2/2017,Ipsos,A-,1530,rv,.1285546,0,40.9,36,45.53394,39.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50173,79221,9/3/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/30/2017,9/3/2017,Ipsos,A-,1468,rv,.1240387,0,41,37.1,45.63393,41.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50172,79220,9/4/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/31/2017,9/3/2017,Morning Consult,"",1993,rv,.3662867,0,43,38,47.41854,38.69255,"","",https://morningconsult.com/wp-content/uploads/2017/09/170817_crosstabs_Politico_v1_TB-1.pdf,50170,78854,9/4/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,8/31/2017,9/4/2017,Ipsos,A-,1461,rv,.1241632,0,41.2,36.5,45.83393,40.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50171,79219,9/5/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/1/2017,9/5/2017,Ipsos,A-,1399,rv,.1196053,0,41.3,35.6,45.93393,39.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50185,79218,9/6/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/2/2017,9/6/2017,Ipsos,A-,1401,rv,.12041,0,39.5,37.5,44.13393,41.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,9/7/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/3/2017,9/5/2017,YouGov,B,1303,rv,.5322662,0,39,33,44.41242,36.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78852,9/6/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/3/2017,9/7/2017,Ipsos,A-,1378,rv,.1189473,0,40.1,37,44.73393,40.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,9/8/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/4/2017,9/8/2017,Ipsos,A-,1436,rv,.1243384,0,39.9,36.7,44.53394,40.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,9/9/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/5/2017,9/9/2017,Ipsos,A-,1419,rv,.1230711,0,39.7,36.6,44.33393,40.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,9/10/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/6/2017,9/10/2017,Ipsos,A-,1407,rv,.1220322,0,40.7,35,45.33393,38.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,9/11/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/7/2017,9/11/2017,Ipsos,A-,1416,rv,.1226946,0,42.3,33.4,46.93393,37.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,9/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/7/2017,9/11/2017,Morning Consult,"",1976,rv,.3611723,0,40,37,44.41854,37.69255,"","",http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/8/2017,9/12/2017,Ipsos,A-,1417,rv,.1225742,0,43,32.6,47.63393,36.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,9/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/10/2017,9/12/2017,YouGov,B,1309,rv,.5366513,0,40,31,45.41242,34.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,50200,78889,9/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/9/2017,9/13/2017,Ipsos,A-,1416,rv,.1222223,0,43.9,32.5,48.53394,36.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,9/14/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/10/2017,9/14/2017,Ipsos,A-,1401,rv,.1206335,0,44.3,32.1,48.93393,36.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50208,79209,9/15/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/11/2017,9/15/2017,Ipsos,A-,1329,rv,.114145,0,44.8,32.7,49.43393,36.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50224,79208,9/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/12/2017,9/16/2017,Ipsos,A-,1303,rv,.111616,0,43.1,33.2,47.73393,37.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50223,79207,9/17/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/13/2017,9/17/2017,Ipsos,A-,1274,rv,.1088447,0,43.2,33.2,47.83393,37.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50222,79206,9/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,9/14/2017,9/18/2017,Ipsos,A-,1277,rv,.1088263,0,42.9,31.5,47.53394,35.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50221,79205,9/19/2017,18:00:11  2 Mar 2018
